comment_id,video_id,channel_title,platform,text_raw,text_clean,language_detected,like_count,reply_count,published_at,extracted_at,vader_compound,vader_pos,vader_neg,vader_label,transformer_label,transformer_score,ensemble_label,sentiment_confidence
cmt_00320,vid_0073,CiviqueMontréal,youtube,"I learned so much from this video, keep it up!","i learned so much from this video, keep it up!",en,110,11,2026-01-15 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00321,vid_0018,PolicyPulse,youtube,I wonder what the polling numbers say about this.,i wonder what the polling numbers say about this.,en,7,11,2025-11-30 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00322,vid_0001,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,42,9,2025-05-11 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00324,vid_0072,CiviqueMontréal,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,28,17,2025-11-04 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00325,vid_0050,CiviqueMontréal,youtube,"I learned so much from this video, keep it up!","i learned so much from this video, keep it up!",en,99,15,2025-11-01 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00326,vid_0074,CiviqueMontréal,youtube,Merci de couvrir ces sujets importants.,merci de couvrir ces sujets importants.,en,89,8,2025-05-31 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00327,vid_0064,CiviqueMontréal,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,110,9,2025-06-09 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00328,vid_0042,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,52,2,2026-04-29 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00329,vid_0015,CiviqueMontréal,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,112,4,2026-04-20 16:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00330,vid_0058,PolicyPulse,youtube,"Great analysis, very informative and balanced.","great analysis, very informative and balanced.",en,14,19,2026-01-05 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.451,0.0,positive,,,positive,0.6249
cmt_00332,vid_0015,CiviqueMontréal,youtube,"C'est n'importe quoi, aucune rigueur.","c'est n'importe quoi, aucune rigueur.",en,25,14,2026-04-20 12:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00334,vid_0031,PolicyPulse,youtube,"Great analysis, very informative and balanced.","great analysis, very informative and balanced.",en,57,2,2025-11-05 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.451,0.0,positive,,,positive,0.6249
cmt_00335,vid_0044,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,10,8,2026-01-18 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00336,vid_0019,PolicyPulse,youtube,Et le point de vue des provinces?,et le point de vue des provinces?,fr,16,16,2025-08-10 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00337,vid_0035,CiviqueMontréal,youtube,You clearly don't understand how policy works.,you clearly don't understand how policy works.,en,36,6,2025-08-09 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.4019,0.31,0.0,positive,,,positive,0.4019
cmt_00338,vid_0014,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,51,7,2025-10-04 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00340,vid_0029,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,105,6,2025-05-30 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00341,vid_0029,PolicyPulse,youtube,Exactly what I needed to understand the issue.,exactly what i needed to understand the issue.,en,114,1,2025-05-30 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00342,vid_0029,PolicyPulse,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,3,17,2025-05-29 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00343,vid_0079,CiviqueMontréal,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,133,16,2025-07-27 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00345,vid_0001,CiviqueMontréal,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,74,9,2025-05-10 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00346,vid_0036,CiviqueMontréal,youtube,I wonder what the polling numbers say about this.,i wonder what the polling numbers say about this.,en,96,16,2026-02-04 23:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00347,vid_0008,PolicyPulse,youtube,Finally someone explaining this clearly. Subscribed!,finally someone explaining this clearly. subscribed!,en,118,1,2025-08-25 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5294,0.406,0.0,positive,,,positive,0.5294
cmt_00348,vid_0061,PolicyPulse,youtube,"C'est n'importe quoi, aucune rigueur.","c'est n'importe quoi, aucune rigueur.",en,17,17,2025-12-07 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00350,vid_0050,CiviqueMontréal,youtube,Merci de couvrir ces sujets importants.,merci de couvrir ces sujets importants.,en,149,11,2025-10-31 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00351,vid_0023,CiviqueMontréal,youtube,Finally someone explaining this clearly. Subscribed!,finally someone explaining this clearly. subscribed!,en,29,14,2025-07-20 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5294,0.406,0.0,positive,,,positive,0.5294
cmt_00352,vid_0050,CiviqueMontréal,youtube,"À voir, j'attends la suite.","à voir, j'attends la suite.",en,8,16,2025-10-30 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00353,vid_0054,PolicyPulse,youtube,"Très bon contenu, merci pour l'analyse!","très bon contenu, merci pour l'analyse!",en,26,4,2025-07-27 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00354,vid_0078,PolicyPulse,youtube,You clearly don't understand how policy works.,you clearly don't understand how policy works.,en,115,2,2026-03-13 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.4019,0.31,0.0,positive,,,positive,0.4019
cmt_00355,vid_0054,PolicyPulse,youtube,"This is propaganda, plain and simple.","this is propaganda, plain and simple.",en,35,19,2025-07-25 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.25,0.0,0.286,negative,,,negative,0.25
cmt_00357,vid_0034,PolicyPulse,youtube,"Excellent travail, très équilibré.","excellent travail, très équilibré.",en,116,12,2026-01-07 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5719,0.552,0.0,positive,,,positive,0.5719
cmt_00358,vid_0046,PolicyPulse,youtube,"This is propaganda, plain and simple.","this is propaganda, plain and simple.",en,126,4,2025-05-14 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.25,0.0,0.286,negative,,,negative,0.25
cmt_00359,vid_0000,PolicyPulse,youtube,What about the provincial angle?,what about the provincial angle?,en,149,17,2025-09-03 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00360,vid_0016,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,109,16,2026-04-19 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00361,vid_0007,CiviqueMontréal,youtube,"Great analysis, very informative and balanced.","great analysis, very informative and balanced.",en,112,3,2026-01-02 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.451,0.0,positive,,,positive,0.6249
cmt_00363,vid_0038,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,96,14,2025-06-06 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00364,vid_0010,PolicyPulse,youtube,"À voir, j'attends la suite.","à voir, j'attends la suite.",en,97,8,2025-06-27 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00365,vid_0073,CiviqueMontréal,youtube,Merci de couvrir ces sujets importants.,merci de couvrir ces sujets importants.,en,109,1,2026-01-17 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00366,vid_0077,CiviqueMontréal,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,19,4,2026-01-27 12:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00368,vid_0016,CiviqueMontréal,youtube,"C'est n'importe quoi, aucune rigueur.","c'est n'importe quoi, aucune rigueur.",en,95,5,2026-04-18 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00369,vid_0021,PolicyPulse,youtube,"Great analysis, very informative and balanced.","great analysis, very informative and balanced.",en,20,0,2025-09-14 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.451,0.0,positive,,,positive,0.6249
cmt_00370,vid_0041,CiviqueMontréal,youtube,"I learned so much from this video, keep it up!","i learned so much from this video, keep it up!",en,60,16,2025-09-02 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00371,vid_0031,PolicyPulse,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,24,15,2025-11-04 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00373,vid_0068,CiviqueMontréal,youtube,"This is completely biased, I can't believe this.","this is completely biased, i can't believe this.",en,34,10,2025-08-23 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.3384,0.0,0.255,negative,,,negative,0.3384
cmt_00375,vid_0060,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,117,3,2026-02-20 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00376,vid_0008,PolicyPulse,youtube,"Bonne vidéo, mais manque de sources.","bonne vidéo, mais manque de sources.",en,8,17,2025-08-23 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00377,vid_0042,PolicyPulse,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,123,3,2026-04-30 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00378,vid_0049,CiviqueMontréal,youtube,"Great analysis, very informative and balanced.","great analysis, very informative and balanced.",en,148,4,2025-11-03 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.451,0.0,positive,,,positive,0.6249
cmt_00379,vid_0040,CiviqueMontréal,youtube,I wonder what the polling numbers say about this.,i wonder what the polling numbers say about this.,en,87,17,2026-02-08 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00380,vid_0066,PolicyPulse,youtube,Contenu très partial et inexact.,contenu très partial et inexact.,en,119,4,2025-10-03 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00381,vid_0058,PolicyPulse,youtube,What about the provincial angle?,what about the provincial angle?,en,78,15,2026-01-03 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00382,vid_0026,PolicyPulse,youtube,Contenu très partial et inexact.,contenu très partial et inexact.,en,1,14,2025-09-02 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00383,vid_0073,CiviqueMontréal,youtube,"This is propaganda, plain and simple.","this is propaganda, plain and simple.",en,52,7,2026-01-16 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.25,0.0,0.286,negative,,,negative,0.25
cmt_00384,vid_0052,PolicyPulse,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,33,1,2025-08-05 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00385,vid_0032,CiviqueMontréal,youtube,"This is completely biased, I can't believe this.","this is completely biased, i can't believe this.",en,42,10,2025-07-12 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.3384,0.0,0.255,negative,,,negative,0.3384
cmt_00386,vid_0048,CiviqueMontréal,youtube,"This is propaganda, plain and simple.","this is propaganda, plain and simple.",en,72,17,2025-11-25 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.25,0.0,0.286,negative,,,negative,0.25
cmt_00387,vid_0024,PolicyPulse,youtube,You clearly don't understand how policy works.,you clearly don't understand how policy works.,en,50,4,2025-11-19 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.4019,0.31,0.0,positive,,,positive,0.4019
cmt_00388,vid_0023,CiviqueMontréal,youtube,Stop spreading misinformation!,stop spreading misinformation!,en,142,0,2025-07-21 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.5848,0.0,0.827,negative,,,negative,0.5848
cmt_00389,vid_0017,PolicyPulse,youtube,What about the provincial angle?,what about the provincial angle?,en,84,12,2025-09-02 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00390,vid_0037,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,122,17,2025-07-11 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00391,vid_0002,CiviqueMontréal,youtube,"I learned so much from this video, keep it up!","i learned so much from this video, keep it up!",en,141,17,2025-10-29 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00392,vid_0028,PolicyPulse,youtube,"Très bon contenu, merci pour l'analyse!","très bon contenu, merci pour l'analyse!",en,78,17,2025-09-01 16:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00393,vid_0059,PolicyPulse,youtube,"This is propaganda, plain and simple.","this is propaganda, plain and simple.",en,32,10,2026-01-17 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.25,0.0,0.286,negative,,,negative,0.25
cmt_00394,vid_0032,CiviqueMontréal,youtube,"Excellent travail, très équilibré.","excellent travail, très équilibré.",en,119,4,2025-07-11 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5719,0.552,0.0,positive,,,positive,0.5719
cmt_00395,vid_0002,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,106,2,2025-10-30 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00396,vid_0029,PolicyPulse,youtube,"Bonne vidéo, mais manque de sources.","bonne vidéo, mais manque de sources.",en,15,9,2025-05-28 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00397,vid_0035,CiviqueMontréal,youtube,What about the provincial angle?,what about the provincial angle?,en,30,0,2025-08-10 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00398,vid_0066,PolicyPulse,youtube,"Excellent travail, très équilibré.","excellent travail, très équilibré.",en,145,11,2025-10-01 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5719,0.552,0.0,positive,,,positive,0.5719
cmt_00399,vid_0011,PolicyPulse,youtube,You clearly don't understand how policy works.,you clearly don't understand how policy works.,en,135,13,2026-02-18 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.4019,0.31,0.0,positive,,,positive,0.4019
cmt_00400,vid_0066,PolicyPulse,youtube,"Great analysis, very informative and balanced.","great analysis, very informative and balanced.",en,43,4,2025-10-01 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.451,0.0,positive,,,positive,0.6249
cmt_00402,vid_0007,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,79,16,2026-01-03 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00403,vid_0046,PolicyPulse,youtube,"This is completely biased, I can't believe this.","this is completely biased, i can't believe this.",en,94,8,2025-05-14 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.3384,0.0,0.255,negative,,,negative,0.3384
cmt_00404,vid_0024,PolicyPulse,youtube,"Bonne vidéo, mais manque de sources.","bonne vidéo, mais manque de sources.",en,140,14,2025-11-19 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00407,vid_0019,PolicyPulse,youtube,Stop spreading misinformation!,stop spreading misinformation!,en,49,19,2025-08-12 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.5848,0.0,0.827,negative,,,negative,0.5848
cmt_00408,vid_0051,CiviqueMontréal,youtube,"Excellent travail, très équilibré.","excellent travail, très équilibré.",en,132,15,2026-03-09 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5719,0.552,0.0,positive,,,positive,0.5719
cmt_00409,vid_0024,PolicyPulse,youtube,"I learned so much from this video, keep it up!","i learned so much from this video, keep it up!",en,103,13,2025-11-20 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00410,vid_0008,PolicyPulse,youtube,What about the provincial angle?,what about the provincial angle?,en,37,5,2025-08-24 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00411,vid_0044,PolicyPulse,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,91,3,2026-01-18 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00412,vid_0073,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,92,13,2026-01-16 16:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00414,vid_0034,PolicyPulse,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,49,8,2026-01-07 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00416,vid_0002,CiviqueMontréal,youtube,Et le point de vue des provinces?,et le point de vue des provinces?,fr,81,9,2025-10-29 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00417,vid_0049,CiviqueMontréal,youtube,"C'est n'importe quoi, aucune rigueur.","c'est n'importe quoi, aucune rigueur.",en,73,19,2025-11-04 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00418,vid_0051,CiviqueMontréal,youtube,I wonder what the polling numbers say about this.,i wonder what the polling numbers say about this.,en,18,1,2026-03-10 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00419,vid_0041,CiviqueMontréal,youtube,I wonder what the polling numbers say about this.,i wonder what the polling numbers say about this.,en,138,6,2025-09-02 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00420,vid_0044,PolicyPulse,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,76,9,2026-01-18 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00422,vid_0051,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,80,14,2026-03-11 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00423,vid_0002,CiviqueMontréal,youtube,"À voir, j'attends la suite.","à voir, j'attends la suite.",en,23,2,2025-10-31 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00424,vid_0077,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,29,6,2026-01-28 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00426,vid_0019,PolicyPulse,youtube,"À voir, j'attends la suite.","à voir, j'attends la suite.",en,23,15,2025-08-11 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00427,vid_0067,CiviqueMontréal,youtube,Contenu très partial et inexact.,contenu très partial et inexact.,en,33,14,2025-10-16 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00429,vid_0079,CiviqueMontréal,youtube,"This is completely biased, I can't believe this.","this is completely biased, i can't believe this.",en,79,6,2025-07-26 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.3384,0.0,0.255,negative,,,negative,0.3384
cmt_00430,vid_0057,PolicyPulse,youtube,"C'est n'importe quoi, aucune rigueur.","c'est n'importe quoi, aucune rigueur.",en,48,4,2026-03-23 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00431,vid_0042,PolicyPulse,youtube,You clearly don't understand how policy works.,you clearly don't understand how policy works.,en,45,18,2026-04-29 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.4019,0.31,0.0,positive,,,positive,0.4019
cmt_00434,vid_0006,PolicyPulse,youtube,I wonder what the polling numbers say about this.,i wonder what the polling numbers say about this.,en,86,12,2025-10-14 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00435,vid_0032,CiviqueMontréal,youtube,Et le point de vue des provinces?,et le point de vue des provinces?,fr,50,8,2025-07-10 23:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00436,vid_0042,PolicyPulse,youtube,Finally someone explaining this clearly. Subscribed!,finally someone explaining this clearly. subscribed!,en,79,17,2026-04-30 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5294,0.406,0.0,positive,,,positive,0.5294
cmt_00437,vid_0035,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,113,19,2025-08-09 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00438,vid_0014,PolicyPulse,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,16,3,2025-10-02 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00439,vid_0052,PolicyPulse,youtube,"Très bon contenu, merci pour l'analyse!","très bon contenu, merci pour l'analyse!",en,9,0,2025-08-04 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00441,vid_0012,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,66,13,2026-01-20 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00443,vid_0000,PolicyPulse,youtube,Exactly what I needed to understand the issue.,exactly what i needed to understand the issue.,en,135,6,2025-09-04 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00444,vid_0054,PolicyPulse,youtube,Finally someone explaining this clearly. Subscribed!,finally someone explaining this clearly. subscribed!,en,121,13,2025-07-25 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5294,0.406,0.0,positive,,,positive,0.5294
cmt_00446,vid_0044,PolicyPulse,youtube,What about the provincial angle?,what about the provincial angle?,en,115,7,2026-01-19 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00447,vid_0017,PolicyPulse,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,52,9,2025-09-03 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00448,vid_0028,PolicyPulse,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,81,12,2025-09-01 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00451,vid_0019,PolicyPulse,youtube,"Excellent travail, très équilibré.","excellent travail, très équilibré.",en,33,11,2025-08-11 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5719,0.552,0.0,positive,,,positive,0.5719
cmt_00453,vid_0074,CiviqueMontréal,youtube,Exactly what I needed to understand the issue.,exactly what i needed to understand the issue.,en,139,10,2025-05-30 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
