comment_id,video_id,channel_title,platform,text,like_count,reply_count,published_at,extracted_at
cmt_00322,vid_0001,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.",42,9,2025-05-11 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00323,vid_0004,CiviqueMontréal,youtube,Contenu très partial et inexact.,97,14,2026-01-21 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00324,vid_0072,CiviqueMontréal,youtube,Good overview but you skipped the Indigenous perspective.,28,17,2025-11-04 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00325,vid_0050,CiviqueMontréal,youtube,"I learned so much from this video, keep it up!",99,15,2025-11-01 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00326,vid_0074,CiviqueMontréal,youtube,Merci de couvrir ces sujets importants.,89,8,2025-05-31 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00327,vid_0064,CiviqueMontréal,youtube,"Interesting perspective, but I'd like to see more data.",110,9,2025-06-09 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00328,vid_0042,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,52,2,2026-04-29 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00329,vid_0015,CiviqueMontréal,youtube,"Interesting perspective, but I'd like to see more data.",112,4,2026-04-20 16:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00330,vid_0058,PolicyPulse,youtube,"Great analysis, very informative and balanced.",14,19,2026-01-05 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00331,vid_0012,PolicyPulse,youtube,"I learned so much from this video, keep it up!",43,6,2026-01-20 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00332,vid_0015,CiviqueMontréal,youtube,"C'est n'importe quoi, aucune rigueur.",25,14,2026-04-20 12:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00333,vid_0014,PolicyPulse,youtube,"Excellent travail, très équilibré.",71,16,2025-10-02 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00334,vid_0031,PolicyPulse,youtube,"Great analysis, very informative and balanced.",57,2,2025-11-05 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00335,vid_0044,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,10,8,2026-01-18 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00336,vid_0019,PolicyPulse,youtube,Et le point de vue des provinces?,16,16,2025-08-10 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00337,vid_0035,CiviqueMontréal,youtube,You clearly don't understand how policy works.,36,6,2025-08-09 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00338,vid_0014,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,51,7,2025-10-04 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00339,vid_0019,PolicyPulse,youtube,You clearly don't understand how policy works.,47,3,2025-08-10 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00340,vid_0029,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,105,6,2025-05-30 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00341,vid_0029,PolicyPulse,youtube,Exactly what I needed to understand the issue.,114,1,2025-05-30 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00342,vid_0029,PolicyPulse,youtube,Good overview but you skipped the Indigenous perspective.,3,17,2025-05-29 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00343,vid_0079,CiviqueMontréal,youtube,Good overview but you skipped the Indigenous perspective.,133,16,2025-07-27 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00344,vid_0040,CiviqueMontréal,youtube,Et le point de vue des provinces?,114,1,2026-02-09 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00345,vid_0001,CiviqueMontréal,youtube,Good overview but you skipped the Indigenous perspective.,74,9,2025-05-10 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00346,vid_0036,CiviqueMontréal,youtube,I wonder what the polling numbers say about this.,96,16,2026-02-04 23:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00347,vid_0008,PolicyPulse,youtube,Finally someone explaining this clearly. Subscribed!,118,1,2025-08-25 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00348,vid_0061,PolicyPulse,youtube,"C'est n'importe quoi, aucune rigueur.",17,17,2025-12-07 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00349,vid_0025,PolicyPulse,youtube,"Bonne vidéo, mais manque de sources.",40,16,2025-10-02 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00350,vid_0050,CiviqueMontréal,youtube,Merci de couvrir ces sujets importants.,149,11,2025-10-31 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00351,vid_0023,CiviqueMontréal,youtube,Finally someone explaining this clearly. Subscribed!,29,14,2025-07-20 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00352,vid_0050,CiviqueMontréal,youtube,"À voir, j'attends la suite.",8,16,2025-10-30 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00353,vid_0054,PolicyPulse,youtube,"Très bon contenu, merci pour l'analyse!",26,4,2025-07-27 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00354,vid_0078,PolicyPulse,youtube,You clearly don't understand how policy works.,115,2,2026-03-13 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00355,vid_0054,PolicyPulse,youtube,"This is propaganda, plain and simple.",35,19,2025-07-25 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00356,vid_0027,CiviqueMontréal,youtube,Merci de couvrir ces sujets importants.,0,8,2026-04-01 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00357,vid_0034,PolicyPulse,youtube,"Excellent travail, très équilibré.",116,12,2026-01-07 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00358,vid_0046,PolicyPulse,youtube,"This is propaganda, plain and simple.",126,4,2025-05-14 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00359,vid_0000,PolicyPulse,youtube,What about the provincial angle?,149,17,2025-09-03 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00360,vid_0016,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,109,16,2026-04-19 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00361,vid_0007,CiviqueMontréal,youtube,"Great analysis, very informative and balanced.",112,3,2026-01-02 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00362,vid_0018,PolicyPulse,youtube,Finally someone explaining this clearly. Subscribed!,84,8,2025-11-29 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00363,vid_0038,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.",96,14,2025-06-06 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00364,vid_0010,PolicyPulse,youtube,"À voir, j'attends la suite.",97,8,2025-06-27 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00365,vid_0073,CiviqueMontréal,youtube,Merci de couvrir ces sujets importants.,109,1,2026-01-17 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00366,vid_0077,CiviqueMontréal,youtube,"Interesting perspective, but I'd like to see more data.",19,4,2026-01-27 12:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00367,vid_0014,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,43,3,2025-10-04 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00368,vid_0016,CiviqueMontréal,youtube,"C'est n'importe quoi, aucune rigueur.",95,5,2026-04-18 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00369,vid_0021,PolicyPulse,youtube,"Great analysis, very informative and balanced.",20,0,2025-09-14 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00370,vid_0041,CiviqueMontréal,youtube,"I learned so much from this video, keep it up!",60,16,2025-09-02 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00371,vid_0031,PolicyPulse,youtube,"This is such an important topic, thank you for covering it!",24,15,2025-11-04 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00372,vid_0034,PolicyPulse,youtube,"Excellent travail, très équilibré.",58,18,2026-01-06 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00373,vid_0068,CiviqueMontréal,youtube,"This is completely biased, I can't believe this.",34,10,2025-08-23 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00374,vid_0068,CiviqueMontréal,youtube,"Excellent travail, très équilibré.",14,12,2025-08-24 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00375,vid_0060,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!",117,3,2026-02-20 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00376,vid_0008,PolicyPulse,youtube,"Bonne vidéo, mais manque de sources.",8,17,2025-08-23 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00377,vid_0042,PolicyPulse,youtube,"Interesting perspective, but I'd like to see more data.",123,3,2026-04-30 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00378,vid_0049,CiviqueMontréal,youtube,"Great analysis, very informative and balanced.",148,4,2025-11-03 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00379,vid_0040,CiviqueMontréal,youtube,I wonder what the polling numbers say about this.,87,17,2026-02-08 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00380,vid_0066,PolicyPulse,youtube,Contenu très partial et inexact.,119,4,2025-10-03 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00381,vid_0058,PolicyPulse,youtube,What about the provincial angle?,78,15,2026-01-03 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00382,vid_0026,PolicyPulse,youtube,Contenu très partial et inexact.,1,14,2025-09-02 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00383,vid_0073,CiviqueMontréal,youtube,"This is propaganda, plain and simple.",52,7,2026-01-16 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00384,vid_0052,PolicyPulse,youtube,"Terrible take, you missed the entire point.",33,1,2025-08-05 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00385,vid_0032,CiviqueMontréal,youtube,"This is completely biased, I can't believe this.",42,10,2025-07-12 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00386,vid_0048,CiviqueMontréal,youtube,"This is propaganda, plain and simple.",72,17,2025-11-25 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00387,vid_0024,PolicyPulse,youtube,You clearly don't understand how policy works.,50,4,2025-11-19 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00388,vid_0023,CiviqueMontréal,youtube,Stop spreading misinformation!,142,0,2025-07-21 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00389,vid_0017,PolicyPulse,youtube,What about the provincial angle?,84,12,2025-09-02 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00390,vid_0037,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!",122,17,2025-07-11 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00391,vid_0002,CiviqueMontréal,youtube,"I learned so much from this video, keep it up!",141,17,2025-10-29 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00392,vid_0028,PolicyPulse,youtube,"Très bon contenu, merci pour l'analyse!",78,17,2025-09-01 16:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00393,vid_0059,PolicyPulse,youtube,"This is propaganda, plain and simple.",32,10,2026-01-17 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00394,vid_0032,CiviqueMontréal,youtube,"Excellent travail, très équilibré.",119,4,2025-07-11 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00395,vid_0002,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.",106,2,2025-10-30 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00396,vid_0029,PolicyPulse,youtube,"Bonne vidéo, mais manque de sources.",15,9,2025-05-28 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00397,vid_0035,CiviqueMontréal,youtube,What about the provincial angle?,30,0,2025-08-10 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00398,vid_0066,PolicyPulse,youtube,"Excellent travail, très équilibré.",145,11,2025-10-01 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00399,vid_0011,PolicyPulse,youtube,You clearly don't understand how policy works.,135,13,2026-02-18 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00400,vid_0066,PolicyPulse,youtube,"Great analysis, very informative and balanced.",43,4,2025-10-01 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00401,vid_0007,CiviqueMontréal,youtube,"I learned so much from this video, keep it up!",10,1,2026-01-03 23:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00402,vid_0007,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!",79,16,2026-01-03 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00403,vid_0046,PolicyPulse,youtube,"This is completely biased, I can't believe this.",94,8,2025-05-14 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00404,vid_0024,PolicyPulse,youtube,"Bonne vidéo, mais manque de sources.",140,14,2025-11-19 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00405,vid_0035,CiviqueMontréal,youtube,Finally someone explaining this clearly. Subscribed!,70,1,2025-08-08 12:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00406,vid_0033,PolicyPulse,youtube,"Excellent travail, très équilibré.",63,3,2026-04-24 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00407,vid_0019,PolicyPulse,youtube,Stop spreading misinformation!,49,19,2025-08-12 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00408,vid_0051,CiviqueMontréal,youtube,"Excellent travail, très équilibré.",132,15,2026-03-09 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00409,vid_0024,PolicyPulse,youtube,"I learned so much from this video, keep it up!",103,13,2025-11-20 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00410,vid_0008,PolicyPulse,youtube,What about the provincial angle?,37,5,2025-08-24 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00411,vid_0044,PolicyPulse,youtube,Good overview but you skipped the Indigenous perspective.,91,3,2026-01-18 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00412,vid_0073,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,92,13,2026-01-16 16:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00413,vid_0054,PolicyPulse,youtube,"Excellent travail, très équilibré.",67,1,2025-07-26 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00414,vid_0034,PolicyPulse,youtube,"This is such an important topic, thank you for covering it!",49,8,2026-01-07 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00415,vid_0059,PolicyPulse,youtube,"Excellent travail, très équilibré.",124,9,2026-01-17 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00416,vid_0002,CiviqueMontréal,youtube,Et le point de vue des provinces?,81,9,2025-10-29 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00417,vid_0049,CiviqueMontréal,youtube,"C'est n'importe quoi, aucune rigueur.",73,19,2025-11-04 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00418,vid_0051,CiviqueMontréal,youtube,I wonder what the polling numbers say about this.,18,1,2026-03-10 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00419,vid_0041,CiviqueMontréal,youtube,I wonder what the polling numbers say about this.,138,6,2025-09-02 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00420,vid_0044,PolicyPulse,youtube,"Terrible take, you missed the entire point.",76,9,2026-01-18 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00421,vid_0014,PolicyPulse,youtube,Finally someone explaining this clearly. Subscribed!,14,11,2025-10-02 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00422,vid_0051,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.",80,14,2026-03-11 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00423,vid_0002,CiviqueMontréal,youtube,"À voir, j'attends la suite.",23,2,2025-10-31 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00424,vid_0077,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,29,6,2026-01-28 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00425,vid_0051,CiviqueMontréal,youtube,What about the provincial angle?,113,3,2026-03-09 16:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00426,vid_0019,PolicyPulse,youtube,"À voir, j'attends la suite.",23,15,2025-08-11 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00427,vid_0067,CiviqueMontréal,youtube,Contenu très partial et inexact.,33,14,2025-10-16 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00428,vid_0027,CiviqueMontréal,youtube,"Great analysis, very informative and balanced.",95,11,2026-04-01 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00429,vid_0079,CiviqueMontréal,youtube,"This is completely biased, I can't believe this.",79,6,2025-07-26 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00430,vid_0057,PolicyPulse,youtube,"C'est n'importe quoi, aucune rigueur.",48,4,2026-03-23 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00431,vid_0042,PolicyPulse,youtube,You clearly don't understand how policy works.,45,18,2026-04-29 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00432,vid_0019,PolicyPulse,youtube,"C'est n'importe quoi, aucune rigueur.",137,18,2025-08-11 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00433,vid_0063,PolicyPulse,youtube,"This is such an important topic, thank you for covering it!",48,12,2025-10-05 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00434,vid_0006,PolicyPulse,youtube,I wonder what the polling numbers say about this.,86,12,2025-10-14 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00435,vid_0032,CiviqueMontréal,youtube,Et le point de vue des provinces?,50,8,2025-07-10 23:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00436,vid_0042,PolicyPulse,youtube,Finally someone explaining this clearly. Subscribed!,79,17,2026-04-30 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00437,vid_0035,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!",113,19,2025-08-09 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00438,vid_0014,PolicyPulse,youtube,"This is such an important topic, thank you for covering it!",16,3,2025-10-02 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00439,vid_0052,PolicyPulse,youtube,"Très bon contenu, merci pour l'analyse!",9,0,2025-08-04 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00440,vid_0073,CiviqueMontréal,youtube,Exactly what I needed to understand the issue.,3,16,2026-01-15 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00441,vid_0012,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,66,13,2026-01-20 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00442,vid_0030,PolicyPulse,youtube,"This is completely biased, I can't believe this.",94,17,2026-03-05 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00443,vid_0000,PolicyPulse,youtube,Exactly what I needed to understand the issue.,135,6,2025-09-04 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00444,vid_0054,PolicyPulse,youtube,Finally someone explaining this clearly. Subscribed!,121,13,2025-07-25 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00445,vid_0057,PolicyPulse,youtube,"À voir, j'attends la suite.",142,17,2026-03-23 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00446,vid_0044,PolicyPulse,youtube,What about the provincial angle?,115,7,2026-01-19 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00447,vid_0017,PolicyPulse,youtube,"This is such an important topic, thank you for covering it!",52,9,2025-09-03 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00448,vid_0028,PolicyPulse,youtube,"Interesting perspective, but I'd like to see more data.",81,12,2025-09-01 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00449,vid_0048,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.",121,4,2025-11-25 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00450,vid_0003,CiviqueMontréal,youtube,"Interesting perspective, but I'd like to see more data.",93,12,2025-11-21 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00451,vid_0019,PolicyPulse,youtube,"Excellent travail, très équilibré.",33,11,2025-08-11 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00452,vid_0012,PolicyPulse,youtube,"I learned so much from this video, keep it up!",20,16,2026-01-20 16:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00453,vid_0074,CiviqueMontréal,youtube,Exactly what I needed to understand the issue.,139,10,2025-05-30 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00454,vid_0024,PolicyPulse,youtube,"C'est n'importe quoi, aucune rigueur.",76,0,2025-11-20 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00455,vid_0061,PolicyPulse,youtube,You clearly don't understand how policy works.,135,4,2025-12-09 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00456,vid_0015,CiviqueMontréal,youtube,Exactly what I needed to understand the issue.,10,16,2026-04-18 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00457,vid_0049,CiviqueMontréal,youtube,Good overview but you skipped the Indigenous perspective.,62,12,2025-11-04 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00458,vid_0040,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,106,1,2026-02-09 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00459,vid_0058,PolicyPulse,youtube,"Terrible take, you missed the entire point.",70,14,2026-01-04 12:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00460,vid_0043,PolicyPulse,youtube,"This is propaganda, plain and simple.",19,14,2026-03-05 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00461,vid_0029,PolicyPulse,youtube,"I learned so much from this video, keep it up!",32,14,2025-05-29 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00462,vid_0047,CiviqueMontréal,youtube,"À voir, j'attends la suite.",14,4,2026-02-18 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00463,vid_0068,CiviqueMontréal,youtube,Finally someone explaining this clearly. Subscribed!,127,15,2025-08-23 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00464,vid_0047,CiviqueMontréal,youtube,Stop spreading misinformation!,18,5,2026-02-16 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00465,vid_0055,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.",22,9,2025-12-14 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00466,vid_0053,PolicyPulse,youtube,"Très bon contenu, merci pour l'analyse!",46,1,2026-03-22 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00467,vid_0038,CiviqueMontréal,youtube,"This is completely biased, I can't believe this.",42,10,2025-06-05 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00468,vid_0002,CiviqueMontréal,youtube,Et le point de vue des provinces?,47,16,2025-10-29 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00469,vid_0035,CiviqueMontréal,youtube,You clearly don't understand how policy works.,97,3,2025-08-08 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00470,vid_0028,PolicyPulse,youtube,"À voir, j'attends la suite.",42,2,2025-09-01 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00471,vid_0012,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,7,10,2026-01-19 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00472,vid_0036,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,103,8,2026-02-03 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00473,vid_0041,CiviqueMontréal,youtube,"I learned so much from this video, keep it up!",4,13,2025-09-02 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00474,vid_0024,PolicyPulse,youtube,What about the provincial angle?,113,2,2025-11-19 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00475,vid_0001,CiviqueMontréal,youtube,"Great analysis, very informative and balanced.",68,6,2025-05-10 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00476,vid_0061,PolicyPulse,youtube,"Excellent travail, très équilibré.",127,10,2025-12-07 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00477,vid_0047,CiviqueMontréal,youtube,"Très bon contenu, merci pour l'analyse!",77,15,2026-02-17 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00478,vid_0068,CiviqueMontréal,youtube,"I learned so much from this video, keep it up!",14,15,2025-08-25 12:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00479,vid_0075,CiviqueMontréal,youtube,Merci de couvrir ces sujets importants.,90,4,2026-04-01 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00480,vid_0072,CiviqueMontréal,youtube,You clearly don't understand how policy works.,75,12,2025-11-02 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00481,vid_0074,CiviqueMontréal,youtube,Contenu très partial et inexact.,6,7,2025-05-31 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
cmt_00482,vid_0076,PolicyPulse,youtube,Exactly what I needed to understand the issue.,119,6,2025-12-02 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00
